date,open,high,low,close,adjusted_close,volume,daily_return,volatility_7d,volatility_30d,ma_7,ma_30,ma_90,intraday_range,volume_change,rsi_14,candle_body,direction
2021-05-12,140.89999389648438,144.77000427246094,138.75,140.25,140.25,5307500,-0.017375434749351437,0.018516767695339036,0.02171903458603972,152.2557133265904,171.69066772460937,180.72011142306857,6.0200042724609375,-0.3572432000387531,19.913059231676556,0.649993896484375,0
2021-05-13,142.25,142.32899475097656,131.27999877929688,135.75,135.75,13005400,-0.03208556149732622,0.012926192278222864,0.02108104649818403,147.51999991280692,169.9510009765625,180.68233371310765,11.048995971679688,1.4503815355628826,12.679323359206421,6.5,0
2021-05-14,137.67999267578125,142.25,131.6699981689453,141.1999969482422,141.1999969482422,20325400,0.04014730716937165,0.029026419904850533,0.022940987055158298,144.50142778669084,168.38300069173178,180.6034447564019,10.580001831054688,0.5628431267012164,20.14182562822812,3.5200042724609375,1
2021-05-17,137.156005859375,137.7899932861328,130.2530059814453,132.5,132.5,39755000,-0.061614710596850975,0.03072313347468623,0.02484780637427796,141.48142787388392,166.57666727701823,180.489333597819,7.5369873046875,0.9559270666259951,13.37845056829417,4.656005859375,0
2021-05-18,134.0,138.39999389648438,131.49000549316406,135.02000427246094,135.02000427246094,18555600,0.01901890016951646,0.03423264127504496,0.024893950875414586,139.16857038225447,164.74300079345704,180.30877804226344,6.9099884033203125,-0.533251163375676,14.0159946328112,1.0200042724609375,1
2021-05-19,129.9499969482422,138.3800048828125,129.7100067138672,138.19000244140625,138.19000244140625,15565500,0.023477988954499596,0.03640643054618045,0.024351128890655008,137.94857134137834,163.35133412679036,180.18011135525174,8.669998168945312,-0.16114272780184957,18.83188204168698,8.240005493164062,1
2021-05-20,138.83900451660156,138.88999938964844,135.64999389648438,136.1999969482422,136.1999969482422,8903600,-0.014400502626865763,0.03558509467629656,0.024302055967025633,137.01571437290735,161.88533426920574,180.0475557115343,3.2400054931640625,-0.4279913912177572,19.76146039538895,2.639007568359375,0
2021-05-21,136.5500030517578,137.1699981689453,132.8800048828125,134.7100067138672,134.7100067138672,10056500,-0.01093972296446688,0.03532800376118843,0.024284169729178438,136.22428676060267,160.3923344930013,179.75766686333552,4.2899932861328125,0.12948694909924074,20.834783442902108,1.839996337890625,0
2021-05-24,135.5,137.97999572753906,134.38999938964844,135.91000366210938,135.91000366210938,8543600,0.008908001547287103,0.03347760099594024,0.02446131901316308,136.2471444266183,159.03966776529947,179.37900017632379,3.589996337890625,-0.15044001392134443,21.397607065559626,0.410003662109375,1
2021-05-25,137.39999389648438,137.85000610351562,133.55999755859375,133.99000549316406,133.99000549316406,10435800,-0.01412698195284201,0.028759750087539313,0.024276695604313593,135.21714564732142,157.57433471679687,178.86222245958118,4.290008544921875,0.22147572451893804,23.27423405295049,3.4099884033203125,0
2021-05-26,134.94000244140625,135.75999450683594,133.7209930419922,134.75,134.75,8179200,0.00567202385012755,0.015847093605292493,0.024426718207377927,135.53857421875,156.18500162760418,178.47866685655382,2.03900146484375,-0.21623641694934748,29.05299698783459,0.19000244140625,0
2021-05-27,135.07000732421875,143.82000732421875,134.5,143.1699981689453,143.1699981689453,21270200,0.062486071754696226,0.027571002133662304,0.027668328060357957,136.7028590611049,155.11233469645182,178.13955569797093,9.32000732421875,1.6005232785602503,42.12998173604917,8.099990844726562,1
2021-05-28,144.75999450683594,145.0,140.25,140.39999389648438,140.39999389648438,12000600,-0.019347658782479238,0.028488015808189365,0.02733835228765597,137.01857212611608,153.83600107828775,177.9014444986979,4.75,-0.43580220214196386,43.58921975539567,4.3600006103515625,0
2021-06-01,143.88999938964844,146.08900451660156,141.58999633789062,144.30999755859375,144.30999755859375,16552100,0.02784903014306539,0.028758410337516603,0.02792352929279127,138.17714364188058,152.8270009358724,177.500444539388,4.4990081787109375,0.37927270303151506,51.60308680947222,0.4199981689453125,1
2021-06-02,145.35000610351562,152.6999969482422,144.39999389648438,151.0,151.0,16245100,0.046358551414221516,0.030365132039549082,0.029150553667661443,140.50428553989954,152.20800069173177,177.1574445936415,8.300003051757812,-0.018547495483956733,60.048609050868336,5.649993896484375,1
